Time[s], Channel 0,,Call interval,In-code,,,Call Interval,,In-Code
24.37556608,1,,3.452916667,,,,,,
24.37591542,0,,,0.34934,,,,,
24.37901413,1,,3.448041667,,,,,,
24.37936475,0,,,0.35062,,,,,
24.3824645,1,,3.450375,,,,,,
24.38281375,0,,,0.34925,,,,,
24.38690538,1,,4.440875,,,,,,
24.38725746,0,,,0.35208,,,,,
24.38813392,1,,1.228541667,,,,,,
24.38848413,0,,,0.35021,,,,,
24.39157167,1,,3.43775,,,,,,
24.39192221,0,,,0.35054,,,,,
24.39280117,1,,1.2295,,,,,,
24.39315217,0,,,0.351,,,,,
24.39723817,1,,4.437,,,,,,
24.39758758,0,,,0.34941,,,,,
24.39869825,1,,1.460083333,,,,,,
24.3990475,0,,,0.34925,,,,,
24.40313033,1,,4.432083333,,,,,,
24.40348017,0,,,0.34984,,,,,
24.40657763,1,,3.447291667,,,,,,
24.40692667,0,,,0.34904,,,,,
24.410024,1,,3.446375,,,,,,
24.41037413,0,,,0.35013,,,,,
24.41347167,1,,3.447666667,,,,,,
24.41382146,0,,,0.34979,,,,,
24.41791808,1,,4.446416667,,,,,,
24.41826683,0,,,0.34875,,,,,
24.41914329,1,,1.225208333,,,,,,
24.41949258,0,,,0.34929,,,,,
24.42257675,1,,3.433458333,,,,,,
24.42292629,0,,,0.34954,,,,,
24.42380083,1,,1.224083333,,,,,,
24.42415092,0,,,0.35009,,,,,
24.42723029,1,,3.429458333,,,,,,
24.42758025,0,,,0.34996,,,,,
24.42845692,1,,1.226625,,,,,,
24.42880754,0,,,0.35062,,,,,
24.43289079,1,,4.433875,,,,,,
24.43324046,0,,,0.34967,,,,,
24.43633929,1,,3.4485,,,,,,
24.43668963,0,,,0.35034,,,,,
24.43978775,1,,3.448458333,,,,,,
24.44013775,0,,,0.35,,,,,
24.44323758,1,,3.449833333,,,,,,
24.44358546,0,,,0.34788,,,,,
24.4466845,1,,3.446916667,,,,,,
24.44703483,0,,,0.35033,,,,,
24.45113433,1,,4.449833333,,,,,,
24.4514855,0,,,0.35117,,,,,
24.45235983,1,,1.2255,,,,,,
24.45271017,0,,,0.35034,,,,,
24.45579604,1,,3.436208333,,,,,,
24.45614675,0,,,0.35071,,,,,
24.45702054,1,,1.2245,,,,,,
24.45737075,0,,,0.35021,,,,,
24.46145529,1,,4.43475,,,,,,
24.46180425,0,,,0.34896,,,,,
24.46489292,1,,3.437625,,,,,,
24.46524333,0,,,0.35041,,,,,
24.46834229,1,,3.449375,,,,,,
24.46869138,0,,,0.34909,,,,,
24.47178854,1,,3.44625,,,,,,
24.47213867,0,,,0.35013,,,,,
24.47523808,1,,3.449541667,,,,,,
24.47558913,0,,,0.35105,,,,,
24.47968925,1,,4.451166667,,,,,,
24.48003883,0,,,0.34958,,,,,
24.48091679,1,,1.227541667,,,,,,
24.48126642,0,,,0.34963,,,,,
24.48435017,1,,3.433375,,,,,,
24.48469913,0,,,0.34896,,,,,
24.48557733,1,,1.227166667,,,,,,
24.48592567,0,,,0.34834,,,,,
24.49001225,1,,4.434916667,,,,,,
24.49036158,0,,,0.34933,,,,,
24.49147417,1,,1.461916667,,,,,,
24.49182329,0,,,0.34912,,,,,
24.49591017,1,,4.436,,,,,,
24.49625996,0,,,0.34979,,,,,
24.49936033,1,,3.450166667,,,,,,
24.49971083,0,,,0.3505,,,,,
24.50280988,1,,3.449541667,,,,,,
24.50315921,0,,,0.34933,,,,,
24.50625908,1,,3.449208333,,,,,,
24.50660796,0,,,0.34888,,,,,
24.51070379,1,,4.444708333,,,,,,
24.51105467,0,,,0.35088,,,,,
24.51192904,1,,1.22525,,,,,,
24.51227817,0,,,0.34913,,,,,
24.51536467,1,,3.435625,,,,,,
24.51571446,0,,,0.34979,,,,,
24.51659167,1,,1.227,,,,,,
24.51694096,0,,,0.34929,,,,,
24.52002733,1,,3.435666667,,,,,,
24.52037746,0,,,0.35013,,,,,
24.52125304,1,,1.225708333,,,,,,
24.52160258,0,,,0.34954,,,,,
24.52568663,1,,4.433583333,,,,,,
24.52603717,0,,,0.35054,,,,,
24.52913579,1,,3.449166667,,,,,,
24.5294845,0,,,0.34871,,,,,
24.53258421,1,,3.448416667,,,,,,
24.53293333,0,,,0.34912,,,,,
24.53603208,1,,3.447875,,,,,,
24.53638163,0,,,0.34955,,,,,
24.53947954,1,,3.447458333,,,,,,
24.53982992,0,,,0.35038,,,,,
24.54392725,1,,4.447708333,,,,,,
24.54427779,0,,,0.35054,,,,,
24.54515233,1,,1.225083333,,,,,,
24.54550325,0,,,0.35092,,,,,
24.54858925,1,,3.436916667,,,,,,
24.54893808,0,,,0.34883,,,,,
24.54981333,1,,1.224083333,,,,,,
24.55016363,0,,,0.3503,,,,,
24.55425154,1,,4.438208333,,,,,,
24.55460104,0,,,0.3495,,,,,
24.55770017,1,,3.448625,,,,,,
24.55804913,0,,,0.34896,,,,,
24.56114529,1,,3.445125,,,,,,
24.56149588,0,,,0.35059,,,,,
24.56459313,1,,3.447833333,,,,,,
24.56494392,0,,,0.35079,,,,,
24.56804292,1,,3.449791667,,,,,,
24.56839213,0,,,0.34921,,,,,
24.57248742,1,,4.4445,,,,,,
24.57283838,0,,,0.35096,,,,,
24.57371142,1,,1.224,,,,,,
24.57406021,0,,,0.34879,,,,,
24.577136,1,,3.424583333,,,,,,
24.57748596,0,,,0.34996,,,,,
24.57836204,1,,1.226041667,,,,,,
24.57871154,0,,,0.3495,,,,,
24.58279496,1,,4.432916667,,,,,,
24.58314479,0,,,0.34983,,,,,
24.58425621,1,,1.46125,,,,,,
24.58460708,0,,,0.35087,,,,,
24.5886925,1,,4.436291667,,,,,,
24.58904333,0,,,0.35083,,,,,
24.59214225,1,,3.44975,,,,,,
24.59249142,0,,,0.34917,,,,,
24.5955875,1,,3.44525,,,,,,
24.59593925,0,,,0.35175,,,,,
24.59903821,1,,3.450708333,,,,,,
24.59938888,0,,,0.35067,,,,,
24.60348488,1,,4.446666667,,,,,,
24.60383617,0,,,0.35129,,,,,
24.60471292,1,,1.228041667,,,,,,
24.605062,0,,,0.34908,,,,,
24.60814696,1,,3.434041667,,,,,,
24.608498,0,,,0.35104,,,,,
24.609375,1,,1.228041667,,,,,,
24.60972329,0,,,0.34829,,,,,
24.61380858,1,,4.433583333,,,,,,
24.61415942,0,,,0.35084,,,,,
24.61527042,1,,1.461833333,,,,,,
24.61562242,0,,,0.352,,,,,
24.61970713,1,,4.436708333,,,,,,
24.62005746,0,,,0.35033,,,,,
24.62315929,1,,3.452166667,,,,,,
24.62350867,0,,,0.34938,,,,,
24.62660467,1,,3.445375,,,,,,
24.62695467,0,,,0.35,,,,,
24.63005454,1,,3.449875,,,,,,
24.63040579,0,,,0.35125,,,,,
24.63450646,1,,4.451916667,,,,,,
24.6348565,0,,,0.35004,,,,,
24.63573233,1,,1.225875,,,,,,
24.63608192,0,,,0.34959,,,,,
24.639163,1,,3.430666667,,,,,,
24.63951279,0,,,0.34979,,,,,
24.64038833,1,,1.225333333,,,,,,
24.64074033,0,,,0.352,,,,,
24.64382575,1,,3.437416667,,,,,,
24.64417663,0,,,0.35088,,,,,
24.64505508,1,,1.229333333,,,,,,
24.64540546,0,,,0.35038,,,,,
24.64948979,1,,4.434708333,,,,,,
24.64984083,0,,,0.35104,,,,,
24.65293963,1,,3.449833333,,,,,,
24.65328921,0,,,0.34958,,,,,
24.65639033,1,,3.450708333,,,,,,
24.6567395,0,,,0.34917,,,,,
24.65983679,1,,3.446458333,,,,,,
24.66018613,0,,,0.34934,,,,,
24.663283,1,,3.446208333,,,,,,
24.66363333,0,,,0.35033,,,,,
24.66773325,1,,4.45025,,,,,,
24.66808296,0,,,0.34971,,,,,
24.6689585,1,,1.22525,,,,,,
24.6693075,0,,,0.349,,,,,
24.67239342,1,,3.434916667,,,,,,
24.67274475,0,,,0.35133,,,,,
24.67361879,1,,1.225375,,,,,,
24.6739695,0,,,0.35071,,,,,
24.678056,1,,4.437208333,,,,,,
24.67840433,0,,,0.34833,,,,,
24.681503,1,,3.447,,,,,,
24.68185225,0,,,0.34925,,,,,
24.68495008,1,,3.447083333,,,,,,
24.68530004,0,,,0.34996,,,,,
24.68839279,1,,3.442708333,,,,,,
24.6887425,0,,,0.34971,,,,,
24.69183367,1,,3.440875,,,,,,
24.69218363,0,,,0.34996,,,,,
24.69628338,1,,4.449708333,,,,,,
24.69663417,0,,,0.35079,,,,,
24.69750958,1,,1.226208333,,,,,,
24.69785942,0,,,0.34984,,,,,
24.70094329,1,,3.433708333,,,,,,
24.70129217,0,,,0.34888,,,,,
24.70216746,1,,1.224166667,,,,,,
24.70251825,0,,,0.35079,,,,,
24.70660325,1,,4.435791667,,,,,,
24.70695413,0,,,0.35088,,,,,
24.70806592,1,,1.462666667,,,,,,
24.70841521,0,,,0.34929,,,,,
24.71250433,1,,4.438416667,,,,,,
24.71285421,0,,,0.34988,,,,,
24.71595571,1,,3.451375,,,,,,
24.71630463,0,,,0.34892,,,,,
24.71940658,1,,3.450875,,,,,,
24.71975688,0,,,0.3503,,,,,
24.72285488,1,,3.448291667,,,,,,
24.7232045,0,,,0.34962,,,,,
24.72730213,1,,4.44725,,,,,,
24.72765179,0,,,0.34966,,,,,
24.72852738,1,,1.22525,,,,,,
24.72887796,0,,,0.35058,,,,,
24.7319665,1,,3.439125,,,,,,
24.73231608,0,,,0.34958,,,,,
24.73319479,1,,1.228291667,,,,,,
24.73354388,0,,,0.34909,,,,,
24.73662971,1,,3.434916667,,,,,,
24.73697958,0,,,0.34987,,,,,
24.73785775,1,,1.228041667,,,,,,
24.73820875,0,,,0.351,,,,,
24.74229525,1,,4.4375,,,,,,
24.74264583,0,,,0.35058,,,,,
24.74574475,1,,3.4495,,,,,,
24.74609558,0,,,0.35083,,,,,
24.74919183,1,,3.447083333,,,,,,
24.74954142,0,,,0.34959,,,,,
24.75264088,1,,3.449041667,,,,,,
24.75298979,0,,,0.34891,,,,,
24.75608696,1,,3.446083333,,,,,,
24.75643625,0,,,0.34929,,,,,
24.76052846,1,,4.4415,,,,,,
24.76087783,0,,,0.34937,,,,,
24.76175304,1,,1.224583333,,,,,,
24.76210338,0,,,0.35034,,,,,
24.76519038,1,,3.437333333,,,,,,
24.76554067,0,,,0.35029,,,,,
24.76641575,1,,1.225375,,,,,,
24.76676588,0,,,0.35013,,,,,
24.77085183,1,,4.436083333,,,,,,
24.77120133,0,,,0.3495,,,,,
24.77429896,1,,3.447125,,,,,,
24.77464983,0,,,0.35087,,,,,
24.77774696,1,,3.448,,,,,,
24.77809504,0,,,0.34808,,,,,
24.78119154,1,,3.444583333,,,,,,
24.78154171,0,,,0.35017,,,,,
24.78464008,1,,3.448541667,,,,,,
24.78498967,0,,,0.34959,,,,,
24.78908717,1,,4.447083333,,,,,,
24.78943613,0,,,0.34896,,,,,
24.79031221,1,,1.225041667,,,,,,
24.79066154,0,,,0.34933,,,,,
24.79374679,1,,3.434583333,,,,,,
24.794097,0,,,0.35021,,,,,
24.79497275,1,,1.225958333,,,,,,
24.79532171,0,,,0.34896,,,,,
24.79940538,1,,4.432625,,,,,,
24.79975558,0,,,0.3502,,,,,
24.80086813,1,,1.46275,,,,,,
24.80121688,0,,,0.34875,,,,,
24.80529746,1,,4.429333333,,,,,,
24.80564779,0,,,0.35033,,,,,
24.80874188,1,,3.444416667,,,,,,
24.80909088,0,,,0.349,,,,,
24.81218638,1,,3.4445,,,,,,
24.81253717,0,,,0.35079,,,,,
24.81563717,1,,3.450791667,,,,,,
24.81598679,0,,,0.34962,,,,,
24.82008592,1,,4.44875,,,,,,
24.82043663,0,,,0.35071,,,,,
24.82131321,1,,1.227291667,,,,,,
24.82166325,0,,,0.35004,,,,,
24.82475079,1,,3.437583333,,,,,,
24.82510058,0,,,0.34979,,,,,
24.82597663,1,,1.225833333,,,,,,
24.82632546,0,,,0.34883,,,,,
24.83041046,1,,4.433833333,,,,,,
24.83076163,0,,,0.35117,,,,,
24.831874,1,,1.463541667,,,,,,
24.83222458,0,,,0.35058,,,,,
24.83631063,1,,4.436625,,,,,,
24.83666096,0,,,0.35033,,,,,
24.83976,1,,3.449375,,,,,,
24.84010879,0,,,0.34879,,,,,
24.84320475,1,,3.44475,,,,,,
24.843554,0,,,0.34925,,,,,
24.84665092,1,,3.446166667,,,,,,
24.84700054,0,,,0.34962,,,,,
24.85109738,1,,4.446458333,,,,,,
24.85144821,0,,,0.35083,,,,,
24.85232654,1,,1.229166667,,,,,,
24.85267629,0,,,0.34975,,,,,
24.85576304,1,,3.4365,,,,,,
24.85611308,0,,,0.35004,,,,,
24.85698996,1,,1.226916667,,,,,,
24.85734046,0,,,0.3505,,,,,
24.86042246,1,,3.4325,,,,,,
24.86077229,0,,,0.34983,,,,,
24.86164871,1,,1.22625,,,,,,
24.86199921,0,,,0.3505,,,,,
24.86608538,1,,4.436666667,,,,,,
24.86643658,0,,,0.3512,,,,,
24.86953617,1,,3.450791667,,,,,,
24.86988658,0,,,0.35041,,,,,
24.87298471,1,,3.448541667,,,,,,
24.87333467,0,,,0.34996,,,,,
24.87643296,1,,3.44825,,,,,,
24.87678246,0,,,0.3495,,,,,
24.87988225,1,,3.449291667,,,,,,
24.88023238,0,,,0.35013,,,,,
24.88433217,1,,4.449916667,,,,,,
24.88468183,0,,,0.34966,,,,,
24.88555717,1,,1.225,,,,,,
24.88590746,0,,,0.35029,,,,,
24.88899058,1,,3.433416667,,,,,,
24.88933963,0,,,0.34905,,,,,
24.89021438,1,,1.223791667,,,,,,
24.89056492,0,,,0.35054,,,,,
24.89465146,1,,4.437083333,,,,,,
24.89500083,0,,,0.34937,,,,,
24.89809871,1,,3.44725,,,,,,
24.89845071,0,,,0.352,,,,,
24.90154829,1,,3.449583333,,,,,,
24.90189917,0,,,0.35088,,,,,
24.90499483,1,,3.446541667,,,,,,
24.90534504,0,,,0.35021,,,,,
24.90844463,1,,3.449791667,,,,,,
24.9087935,0,,,0.34887,,,,,
24.91289417,1,,4.449541667,,,,,,
24.91324421,0,,,0.35004,,,,,
24.914121,1,,1.226833333,,,,,,
24.91447017,0,,,0.34917,,,,,
24.91755192,1,,3.430916667,,,,,,
24.91790296,0,,,0.35104,,,,,
24.91877504,1,,1.223125,,,,,,
24.91912408,0,,,0.34904,,,,,
24.92319958,1,,4.424541667,,,,,,
24.92355067,0,,,0.35109,,,,,
24.92466058,1,,1.461,,,,,,
24.92501008,0,,,0.3495,,,,,
24.92909533,1,,4.43475,,,,,,
24.92944596,0,,,0.35063,,,,,
24.93254296,1,,3.447625,,,,,,
24.93289342,0,,,0.35046,,,,,
24.93599142,1,,3.448458333,,,,,,
24.93634167,0,,,0.35025,,,,,
24.93944013,1,,3.448708333,,,,,,
24.93978933,0,,,0.3492,,,,,
24.943888,1,,4.447875,,,,,,
24.94423771,0,,,0.34971,,,,,
24.94511554,1,,1.227541667,,,,,,
24.94546563,0,,,0.35009,,,,,
24.94854788,1,,3.432333333,,,,,,
24.94889925,0,,,0.35137,,,,,
24.94977571,1,,1.227833333,,,,,,
24.95012521,0,,,0.3495,,,,,
24.95320867,1,,3.432958333,,,,,,
24.953559,0,,,0.35033,,,,,
24.95443604,1,,1.227375,,,,,,
24.95478683,0,,,0.35079,,,,,
24.95886938,1,,4.433333333,,,,,,
24.95921875,0,,,0.34937,,,,,
24.96231808,1,,3.448708333,,,,,,
24.96266904,0,,,0.35096,,,,,
24.96576692,1,,3.448833333,,,,,,
24.966116,0,,,0.34908,,,,,
24.96921492,1,,3.448,,,,,,
24.96956454,0,,,0.34962,,,,,
24.97266429,1,,3.449375,,,,,,
24.97301542,0,,,0.35113,,,,,
24.97711433,1,,4.450041667,,,,,,
24.97746329,0,,,0.34896,,,,,
24.97833875,1,,1.224416667,,,,,,
24.97868871,0,,,0.34996,,,,,
24.98177538,1,,3.436625,,,,,,
24.98212396,0,,,0.34858,,,,,
24.98299933,1,,1.223958333,,,,,,
24.98334929,0,,,0.34996,,,,,
24.98743642,1,,4.437083333,,,,,,
24.98778538,0,,,0.34896,,,,,
24.99088513,1,,3.448708333,,,,,,
24.99123604,0,,,0.35091,,,,,
24.99433538,1,,3.45025,,,,,,
24.99468563,0,,,0.35025,,,,,
24.99778475,1,,3.449375,,,,,,
24.99813504,0,,,0.35029,,,,,
25.00123454,1,,3.449791667,,,,,,
25.00158504,0,,,0.3505,,,,,
25.00568408,1,,4.449541667,,,,,,
25.00603458,0,,,0.3505,,,,,
25.00691208,1,,1.228,,,,,,
25.00726263,0,,,0.35055,,,,,
25.01034288,1,,3.430791667,,,,,,
25.01069358,0,,,0.3507,,,,,
25.01156867,1,,1.225791667,,,,,,
25.0119185,0,,,0.34983,,,,,
25.01599988,1,,4.431208333,,,,,,
25.01634913,0,,,0.34925,,,,,
25.0174615,1,,1.461625,,,,,,
25.01781083,0,,,0.34933,,,,,
25.02189804,1,,4.436541667,,,,,,
25.02224813,0,,,0.35009,,,,,
25.02534933,1,,3.451291667,,,,,,
25.02569833,0,,,0.349,,,,,
25.02879588,1,,3.446541667,,,,,,
25.02914617,0,,,0.35029,,,,,
25.03224046,1,,3.444583333,,,,,,
25.03259083,0,,,0.35037,,,,,
25.03667833,1,,4.437875,,,,,,
25.03702954,0,,,0.35121,,,,,
25.03790713,1,,1.228791667,,,,,,
25.0382565,0,,,0.34937,,,,,
25.04133433,1,,3.427208333,,,,,,
25.04168496,0,,,0.35063,,,,,
25.04256075,1,,1.226416667,,,,,,
25.04291146,0,,,0.35071,,,,,
25.04699617,1,,4.435416667,,,,,,
25.04734683,0,,,0.35066,,,,,
25.04845846,1,,1.462291667,,,,,,
25.0488085,0,,,0.35004,,,,,
25.05289621,1,,4.43775,,,,,,
25.05324696,0,,,0.35075,,,,,
25.05634663,1,,3.450416667,,,,,,
25.05669525,0,,,0.34862,,,,,
25.05979067,1,,3.444041667,,,,,,
25.06014038,0,,,0.34971,,,,,
25.06323825,1,,3.447583333,,,,,,
25.0635875,0,,,0.34925,,,,,
25.066683,1,,3.44475,,,,,,
25.06703325,0,,,0.35025,,,,,
25.07113083,1,,4.447833333,,,,,,
25.07148192,0,,,0.35109,,,,,
25.07235708,1,,1.22625,,,,,,
25.07270767,0,,,0.35059,,,,,
25.07579708,1,,3.44,,,,,,
25.07614688,0,,,0.3498,,,,,
25.07702208,1,,1.225,,,,,,
25.07737267,0,,,0.35059,,,,,
25.08146121,1,,4.439125,,,,,,
25.08181054,0,,,0.34933,,,,,
25.08490638,1,,3.445166667,,,,,,
25.08525713,0,,,0.35075,,,,,
25.08835788,1,,3.4515,,,,,,
25.08870888,0,,,0.351,,,,,
25.09180454,1,,3.446666667,,,,,,
25.09215471,0,,,0.35017,,,,,
25.09525429,1,,3.44975,,,,,,
25.09560367,0,,,0.34938,,,,,
25.0997025,1,,4.448208333,,,,,,
25.10005242,0,,,0.34992,,,,,
25.10092838,1,,1.225875,,,,,,
25.10127879,0,,,0.35041,,,,,
25.10435571,1,,3.427333333,,,,,,
25.10470504,0,,,0.34933,,,,,
25.10558333,1,,1.227625,,,,,,
25.10593325,0,,,0.34992,,,,,
25.11001921,1,,4.435875,,,,,,
25.11036808,0,,,0.34887,,,,,
25.11346946,1,,3.45025,,,,,,
25.11382042,0,,,0.35096,,,,,
25.1169205,1,,3.451041667,,,,,,
25.11726921,0,,,0.34871,,,,,
25.12036963,1,,3.449125,,,,,,
25.12071975,0,,,0.35012,,,,,
25.12381763,1,,3.448,,,,,,
25.12416875,0,,,0.35112,,,,,
25.12826875,1,,4.451125,,,,,,
25.12861867,0,,,0.34992,,,,,
25.129492,1,,1.22325,,,,,,
25.12984225,0,,,0.35025,,,,,
25.13292967,1,,3.437666667,,,,,,
25.13328054,0,,,0.35087,,,,,
25.13415504,1,,1.225375,,,,,,
25.13450446,0,,,0.34942,,,,,
25.13859033,1,,4.435291667,,,,,,
25.13893942,0,,,0.34909,,,,,
25.14004996,1,,1.459625,,,,,,
25.14039958,0,,,0.34962,,,,,
25.14448654,1,,4.436583333,,,,,,
25.14483513,0,,,0.34859,,,,,
25.14792829,1,,3.44175,,,,,,
25.14827825,0,,,0.34996,,,,,
25.15136875,1,,3.440458333,,,,,,
25.15171813,0,,,0.34938,,,,,
25.15481475,1,,3.446,,,,,,
25.1551655,0,,,0.35075,,,,,
25.15926258,1,,4.447833333,,,,,,
25.15961138,0,,,0.3488,,,,,
25.16048704,1,,1.224458333,,,,,,
25.16083671,0,,,0.34967,,,,,
25.16392408,1,,3.437041667,,,,,,
25.16427338,0,,,0.3493,,,,,
25.16514846,1,,1.224375,,,,,,
25.16549725,0,,,0.34879,,,,,
25.16858246,1,,3.434,,,,,,
25.16893142,0,,,0.34896,,,,,
25.16980583,1,,1.223375,,,,,,
25.17015638,0,,,0.35055,,,,,
25.17424275,1,,4.436916667,,,,,,
25.17459283,0,,,0.35008,,,,,
25.17769096,1,,3.448208333,,,,,,
25.17804071,0,,,0.34975,,,,,
25.18113775,1,,3.446791667,,,,,,
25.18148646,0,,,0.34871,,,,,
25.18458521,1,,3.447458333,,,,,,
25.18493554,0,,,0.35033,,,,,
25.18803417,1,,3.448958333,,,,,,
25.188384,0,,,0.34983,,,,,
25.19247967,1,,4.4455,,,,,,
25.19282929,0,,,0.34962,,,,,
25.193705,1,,1.225333333,,,,,,
25.19405321,0,,,0.34821,,,,,
25.19713258,1,,3.427583333,,,,,,
25.19748271,0,,,0.35013,,,,,
25.19836013,1,,1.227541667,,,,,,
25.19870904,0,,,0.34891,,,,,
25.20279379,1,,4.433666667,,,,,,
25.20314529,0,,,0.3515,,,,,
25.20624533,1,,3.451541667,,,,,,
25.20659492,0,,,0.34959,,,,,
25.20969125,1,,3.445916667,,,,,,
25.21004092,0,,,0.34967,,,,,
25.21314067,1,,3.449416667,,,,,,
25.21349213,0,,,0.35146,,,,,
25.21659096,1,,3.450291667,,,,,,
25.21694229,0,,,0.35133,,,,,
25.22103988,1,,4.448916667,,,,,,
25.22138917,0,,,0.34929,,,,,
25.22226258,1,,1.222708333,,,,,,
25.22261229,0,,,0.34971,,,,,
25.22570004,1,,3.437458333,,,,,,
25.22604896,0,,,0.34892,,,,,
25.22692558,1,,1.225541667,,,,,,
25.22727563,0,,,0.35005,,,,,
25.23136021,1,,4.434625,,,,,,
25.23171092,0,,,0.35071,,,,,
25.23282138,1,,1.461166667,,,,,,
25.23317142,0,,,0.35004,,,,,
25.23726246,1,,4.441083333,,,,,,
25.23761125,0,,,0.34879,,,,,
25.240709,1,,3.446541667,,,,,,
25.241058,0,,,0.349,,,,,
25.24415546,1,,3.446458333,,,,,,
25.24450513,0,,,0.34967,,,,,
25.24760142,1,,3.445958333,,,,,,
25.24795179,0,,,0.35037,,,,,
25.25204971,1,,4.448291667,,,,,,
25.25239825,0,,,0.34854,,,,,
25.253273,1,,1.223291667,,,,,,
25.25362421,0,,,0.35121,,,,,
25.25671254,1,,3.439541667,,,,,,
25.25706088,0,,,0.34834,,,,,
25.25793463,1,,1.222083333,,,,,,
25.25828579,0,,,0.35116,,,,,
25.26236879,1,,4.434166667,,,,,,
25.26271971,0,,,0.35092,,,,,
25.26382379,1,,1.455,,,,,,
25.26417471,0,,,0.35092,,,,,
25.26825167,1,,4.427875,,,,,,
25.26860204,0,,,0.35037,,,,,
25.27170054,1,,3.448875,,,,,,
25.27205204,0,,,0.3515,,,,,
25.27514883,1,,3.448291667,,,,,,
25.27549821,0,,,0.34938,,,,,
25.27859467,1,,3.445833333,,,,,,
25.278947,0,,,0.35233,,,,,
25.28204679,1,,3.452125,,,,,,
25.28239613,0,,,0.34934,,,,,
25.28649533,1,,4.448541667,,,,,,
25.28684604,0,,,0.35071,,,,,
25.28772046,1,,1.225125,,,,,,
25.28807096,0,,,0.3505,,,,,
25.29115192,1,,3.431458333,,,,,,
25.29150088,0,,,0.34896,,,,,
25.29237792,1,,1.226,,,,,,
25.29272721,0,,,0.34929,,,,,
25.29680863,1,,4.430708333,,,,,,
25.29715971,0,,,0.35108,,,,,
25.30025833,1,,3.449708333,,,,,,
25.30060688,0,,,0.34855,,,,,
25.30370558,1,,3.44725,,,,,,
25.30405525,0,,,0.34967,,,,,
25.30715317,1,,3.447583333,,,,,,
25.3075035,0,,,0.35033,,,,,
25.31060025,1,,3.447083333,,,,,,
25.31094983,0,,,0.34958,,,,,
25.31504546,1,,4.445208333,,,,,,
25.315395,0,,,0.34954,,,,,
25.31626954,1,,1.224083333,,,,,,
25.31662067,0,,,0.35113,,,,,
25.31970296,1,,3.433416667,,,,,,
25.320052,0,,,0.34904,,,,,
25.32092783,1,,1.224875,,,,,,
25.32127933,0,,,0.3515,,,,,
25.32536321,1,,4.435375,,,,,,
25.32571308,0,,,0.34987,,,,,
25.32880888,1,,3.445666667,,,,,,
25.3291585,0,,,0.34962,,,,,
25.33225729,1,,3.448416667,,,,,,
25.33260763,0,,,0.35034,,,,,
25.33570713,1,,3.449833333,,,,,,
25.33605846,0,,,0.35133,,,,,
25.33915567,1,,3.448541667,,,,,,
25.33950704,0,,,0.35137,,,,,
25.34360654,1,,4.450875,,,,,,
25.34395725,0,,,0.35071,,,,,
25.34483404,1,,1.2275,,,,,,
25.34518263,0,,,0.34859,,,,,
25.34826946,1,,3.435416667,,,,,,
25.34862025,0,,,0.35079,,,,,
25.34949583,1,,1.226375,,,,,,
25.3498455,0,,,0.34967,,,,,
25.35392496,1,,4.429125,,,,,,
25.354275,0,,,0.35004,,,,,
25.35538725,1,,1.462291667,,,,,,
25.35573683,0,,,0.34958,,,,,
25.35982417,1,,4.436916667,,,,,,
25.360174,0,,,0.34983,,,,,
25.36327317,1,,3.449,,,,,,
25.36362233,0,,,0.34916,,,,,
25.36672058,1,,3.447416667,,,,,,
25.36707158,0,,,0.351,,,,,
25.37016842,1,,3.447833333,,,,,,
25.37051875,0,,,0.35033,,,,,
25.37461092,1,,4.4425,,,,,,
25.37496067,0,,,0.34975,,,,,
25.37583196,1,,1.221041667,,,,,,
25.37618138,0,,,0.34942,,,,,
25.37925771,1,,3.42575,,,,,,
25.37960908,0,,,0.35137,,,,,
25.38048504,1,,1.227333333,,,,,,
25.38083517,0,,,0.35013,,,,,
25.38392267,1,,3.437625,,,,,,
25.38427317,0,,,0.3505,,,,,
25.38514904,1,,1.226375,,,,,,
25.38549829,0,,,0.34925,,,,,
25.38958421,1,,4.435166667,,,,,,
25.38993517,0,,,0.35096,,,,,
25.39303404,1,,3.449833333,,,,,,
25.39338483,0,,,0.35079,,,,,
25.396483,1,,3.448958333,,,,,,
25.39683304,0,,,0.35004,,,,,
25.39993017,1,,3.447166667,,,,,,
25.40027888,0,,,0.34871,,,,,
25.40337813,1,,3.447958333,,,,,,
25.40372888,0,,,0.35075,,,,,
25.40783096,1,,4.452833333,,,,,,
25.4081795,0,,,0.34854,,,,,
25.40905563,1,,1.224666667,,,,,,
25.40940517,0,,,0.34954,,,,,
25.41248788,1,,3.43225,,,,,,
25.41283683,0,,,0.34895,,,,,
25.41371171,1,,1.223833333,,,,,,
25.41406167,0,,,0.34996,,,,,
25.41814117,1,,4.429458333,,,,,,
25.41849042,0,,,0.34925,,,,,
25.42158833,1,,3.447166667,,,,,,
25.42194021,0,,,0.35188,,,,,
25.42503867,1,,3.450333333,,,,,,
25.42538879,0,,,0.35012,,,,,
25.428485,1,,3.446333333,,,,,,
25.42883692,0,,,0.35192,,,,,
25.43193504,1,,3.450041667,,,,,,
25.43228379,0,,,0.34875,,,,,
25.43638329,1,,4.44825,,,,,,
25.43673275,0,,,0.34946,,,,,
25.43761033,1,,1.227041667,,,,,,
25.43795842,0,,,0.34809,,,,,
25.44104271,1,,3.432375,,,,,,
25.44139183,0,,,0.34912,,,,,
25.44226821,1,,1.2255,,,,,,
25.44261792,0,,,0.34971,,,,,
